Participant.Name,TOI.Name,AOI.Name,Visit.Interval
102,TOI_05,AOI_24,2.306
102,TOI_06,AOI_09,1.306
102,TOI_04,AOI_44,1.305
102,TOI_02,AOI_55,1.303
102,TOI_05,AOI_66,2.303
102,TOI_10,AOI_74,2.303
101,TOI_03,AOI_60,1.3
101,TOI_05,AOI_11,1.3
101,TOI_07,AOI_88,1.3
101,TOI_08,AOI_84,1.3
101,TOI_09,AOI_48,1.3
101,TOI_09,AOI_39,2.3
101,TOI_09,AOI_85,1.3
101,TOI_09,AOI_93,1.3
101,TOI_10,AOI_73,1.3
102,TOI_02,AOI_46,2.3
102,TOI_04,AOI_52,2.3
102,TOI_06,AOI_74,1.299
102,TOI_07,AOI_20,2.299
102,TOI_07,AOI_14,1.299
102,TOI_02,AOI_11,2.297
102,TOI_02,AOI_71,1.295
102,TOI_04,AOI_06,1.295
102,TOI_02,AOI_88,1.293
101,TOI_01,AOI_03,1.29
101,TOI_01,AOI_58,2.29
101,TOI_02,AOI_79,1.29
101,TOI_03,AOI_18,2.29
101,TOI_05,AOI_69,1.29
101,TOI_06,AOI_19,2.29
101,TOI_06,AOI_28,1.29
101,TOI_07,AOI_96,1.29
101,TOI_08,AOI_07,1.29
101,TOI_09,AOI_03,2.29
101,TOI_10,AOI_25,2.29
101,TOI_10,AOI_46,2.29
102,TOI_09,AOI_48,2.29
102,TOI_01,AOI_31,1.289
102,TOI_07,AOI_03,1.289
102,TOI_10,AOI_46,1.289
102,TOI_01,AOI_81,2.287
102,TOI_07,AOI_14,1.284
102,TOI_01,AOI_62,1.281
102,TOI_03,AOI_02,1.281
102,TOI_07,AOI_86,2.281
101,TOI_01,AOI_30,2.28
101,TOI_04,AOI_72,2.28
101,TOI_05,AOI_80,2.28
101,TOI_06,AOI_63,2.28
101,TOI_06,AOI_45,1.28
101,TOI_07,AOI_10,1.28
101,TOI_10,AOI_90,1.28
102,TOI_06,AOI_49,2.28
102,TOI_09,AOI_60,2.279
102,TOI_08,AOI_14,1.278
102,TOI_05,AOI_13,1.277
102,TOI_05,AOI_13,2.277
102,TOI_08,AOI_03,2.277
102,TOI_09,AOI_57,1.272
101,TOI_01,AOI_46,2.27
101,TOI_04,AOI_47,2.27
101,TOI_05,AOI_13,1.27
101,TOI_05,AOI_25,2.27
101,TOI_06,AOI_26,2.27
101,TOI_06,AOI_78,2.27
101,TOI_07,AOI_80,1.27
101,TOI_07,AOI_88,2.27
101,TOI_07,AOI_89,2.27
101,TOI_07,AOI_96,1.27
101,TOI_08,AOI_61,1.27
101,TOI_10,AOI_12,2.27
101,TOI_10,AOI_01,2.27
102,TOI_02,AOI_24,1.268
102,TOI_08,AOI_97,2.268
102,TOI_08,AOI_48,1.267
102,TOI_07,AOI_30,2.266
102,TOI_05,AOI_44,2.261
101,TOI_01,AOI_55,2.26
101,TOI_02,AOI_64,1.26
101,TOI_04,AOI_33,1.26
101,TOI_08,AOI_77,2.26
102,TOI_03,AOI_46,1.26
102,TOI_08,AOI_31,1.26
102,TOI_10,AOI_01,1.259
102,TOI_03,AOI_75,1.256
102,TOI_05,AOI_63,2.256
102,TOI_06,AOI_74,1.256
102,TOI_07,AOI_98,1.256
102,TOI_01,AOI_48,1.255
102,TOI_05,AOI_93,2.254
102,TOI_08,AOI_44,1.254
102,TOI_02,AOI_69,1.252
102,TOI_06,AOI_73,1.252
102,TOI_08,AOI_88,2.252
102,TOI_01,AOI_70,2.251
102,TOI_10,AOI_01,1.251
101,TOI_01,AOI_23,2.25
101,TOI_04,AOI_20,2.25
101,TOI_04,AOI_49,1.25
101,TOI_05,AOI_39,1.25
101,TOI_06,AOI_67,1.25
101,TOI_07,AOI_58,1.25
101,TOI_08,AOI_98,2.25
101,TOI_08,AOI_56,1.25
101,TOI_10,AOI_04,2.25
101,TOI_10,AOI_95,2.25
101,TOI_10,AOI_93,2.25
101,TOI_10,AOI_32,2.25
102,TOI_03,AOI_71,1.25
102,TOI_09,AOI_89,2.25
102,TOI_05,AOI_63,2.249
102,TOI_07,AOI_13,1.249
102,TOI_05,AOI_49,2.248
102,TOI_07,AOI_39,1.248
102,TOI_08,AOI_07,1.246
102,TOI_02,AOI_10,2.245
102,TOI_01,AOI_31,1.242
102,TOI_06,AOI_51,2.242
101,TOI_02,AOI_40,1.24
101,TOI_02,AOI_92,1.24
101,TOI_03,AOI_88,1.24
101,TOI_04,AOI_68,1.24
101,TOI_05,AOI_33,1.24
101,TOI_06,AOI_07,1.24
101,TOI_06,AOI_70,1.24
101,TOI_07,AOI_65,1.24
101,TOI_08,AOI_54,1.24
101,TOI_09,AOI_75,1.24
101,TOI_10,AOI_45,2.24
101,TOI_10,AOI_21,1.24
101,TOI_10,AOI_95,1.24
101,TOI_10,AOI_62,1.24
101,TOI_10,AOI_53,1.24
102,TOI_07,AOI_94,1.24
102,TOI_10,AOI_85,1.237
102,TOI_06,AOI_69,1.235
102,TOI_08,AOI_78,1.235
102,TOI_02,AOI_44,1.234
102,TOI_07,AOI_85,2.232
102,TOI_06,AOI_68,1.231
102,TOI_07,AOI_12,2.231
101,TOI_01,AOI_34,2.23
101,TOI_01,AOI_41,1.23
101,TOI_02,AOI_03,2.23
101,TOI_04,AOI_21,1.23
101,TOI_05,AOI_19,1.23
101,TOI_05,AOI_02,1.23
101,TOI_05,AOI_37,1.23
101,TOI_06,AOI_61,1.23
101,TOI_07,AOI_95,1.23
101,TOI_07,AOI_70,1.23
101,TOI_08,AOI_98,2.23
101,TOI_09,AOI_17,2.23
101,TOI_09,AOI_91,2.23
101,TOI_09,AOI_78,1.23
101,TOI_10,AOI_02,1.23
102,TOI_02,AOI_11,1.23
102,TOI_04,AOI_11,1.23
102,TOI_07,AOI_40,2.23
102,TOI_05,AOI_84,2.227
102,TOI_09,AOI_98,2.227
102,TOI_10,AOI_66,2.227
102,TOI_07,AOI_56,1.224
102,TOI_04,AOI_16,2.223
102,TOI_05,AOI_95,2.223
102,TOI_03,AOI_26,2.221
101,TOI_01,AOI_29,1.22
101,TOI_01,AOI_12,2.22
101,TOI_04,AOI_80,1.22
101,TOI_04,AOI_89,1.22
101,TOI_05,AOI_35,2.22
101,TOI_05,AOI_45,2.22
101,TOI_05,AOI_72,2.22
101,TOI_05,AOI_65,1.22
101,TOI_06,AOI_99,2.22
101,TOI_06,AOI_21,1.22
101,TOI_07,AOI_26,1.22
101,TOI_07,AOI_77,2.22
101,TOI_07,AOI_92,2.22
101,TOI_08,AOI_73,2.22
101,TOI_09,AOI_36,1.22
101,TOI_09,AOI_78,1.22
101,TOI_10,AOI_17,2.22
102,TOI_07,AOI_69,1.219
102,TOI_05,AOI_30,2.218
102,TOI_01,AOI_30,1.216
102,TOI_02,AOI_49,2.213
102,TOI_07,AOI_46,2.213
102,TOI_10,AOI_44,1.213
101,TOI_03,AOI_94,2.21
101,TOI_04,AOI_29,1.21
101,TOI_04,AOI_10,2.21
101,TOI_05,AOI_30,2.21
101,TOI_06,AOI_51,2.21
101,TOI_07,AOI_34,2.21
101,TOI_08,AOI_94,2.21
101,TOI_09,AOI_86,2.21
101,TOI_09,AOI_26,2.21
101,TOI_10,AOI_85,1.21
102,TOI_02,AOI_13,2.21
102,TOI_07,AOI_35,2.209
102,TOI_07,AOI_86,1.209
102,TOI_08,AOI_43,2.209
102,TOI_05,AOI_43,1.206
102,TOI_07,AOI_45,2.205
102,TOI_07,AOI_80,2.205
102,TOI_06,AOI_70,1.204
102,TOI_04,AOI_10,2.203
102,TOI_05,AOI_67,1.203
102,TOI_07,AOI_17,2.202
101,TOI_01,AOI_98,1.2
101,TOI_02,AOI_77,1.2
101,TOI_02,AOI_89,2.2
101,TOI_03,AOI_66,2.2
101,TOI_03,AOI_12,2.2
101,TOI_04,AOI_99,1.2
101,TOI_04,AOI_46,1.2
101,TOI_04,AOI_62,1.2
101,TOI_04,AOI_46,1.2
101,TOI_04,AOI_75,1.2
101,TOI_06,AOI_78,2.2
101,TOI_06,AOI_38,1.2
101,TOI_08,AOI_61,1.2
101,TOI_09,AOI_25,1.2
101,TOI_09,AOI_25,1.2
101,TOI_10,AOI_24,2.2
102,TOI_02,AOI_63,2.2
102,TOI_09,AOI_69,1.2
102,TOI_06,AOI_93,2.199
102,TOI_04,AOI_65,1.198
102,TOI_09,AOI_72,2.198
102,TOI_02,AOI_03,2.197
102,TOI_03,AOI_47,1.197
102,TOI_09,AOI_31,2.197
102,TOI_10,AOI_18,1.195
102,TOI_07,AOI_24,1.194
102,TOI_08,AOI_58,1.194
102,TOI_10,AOI_39,2.194
102,TOI_06,AOI_34,1.193
102,TOI_06,AOI_55,2.193
102,TOI_10,AOI_87,2.192
102,TOI_10,AOI_71,2.192
102,TOI_02,AOI_12,2.191
102,TOI_05,AOI_88,2.191
101,TOI_02,AOI_87,1.19
101,TOI_04,AOI_89,1.19
101,TOI_04,AOI_86,2.19
101,TOI_04,AOI_62,1.19
101,TOI_04,AOI_18,2.19
101,TOI_06,AOI_53,2.19
101,TOI_06,AOI_01,1.19
101,TOI_06,AOI_51,2.19
101,TOI_07,AOI_03,1.19
101,TOI_07,AOI_04,2.19
101,TOI_07,AOI_14,2.19
101,TOI_08,AOI_10,2.19
101,TOI_08,AOI_68,2.19
101,TOI_09,AOI_72,1.19
101,TOI_09,AOI_64,2.19
101,TOI_09,AOI_69,1.19
101,TOI_09,AOI_47,2.19
101,TOI_10,AOI_16,1.19
102,TOI_07,AOI_87,1.189
102,TOI_01,AOI_07,1.188
102,TOI_02,AOI_62,1.188
102,TOI_03,AOI_68,2.188
102,TOI_06,AOI_14,2.188
102,TOI_01,AOI_59,1.187
102,TOI_07,AOI_49,2.187
102,TOI_08,AOI_17,2.187
102,TOI_06,AOI_79,2.186
102,TOI_07,AOI_19,2.186
102,TOI_02,AOI_74,2.185
102,TOI_07,AOI_28,2.185
102,TOI_03,AOI_74,1.184
102,TOI_05,AOI_19,2.184
102,TOI_07,AOI_64,2.184
102,TOI_10,AOI_32,1.184
102,TOI_06,AOI_03,2.181
101,TOI_02,AOI_37,2.18
101,TOI_02,AOI_63,1.18
101,TOI_03,AOI_03,2.18
101,TOI_03,AOI_46,1.18
101,TOI_04,AOI_69,2.18
101,TOI_04,AOI_27,2.18
101,TOI_04,AOI_49,2.18
101,TOI_05,AOI_46,2.18
101,TOI_05,AOI_68,1.18
101,TOI_05,AOI_15,2.18
101,TOI_05,AOI_26,1.18
101,TOI_06,AOI_04,2.18
101,TOI_07,AOI_98,1.18
101,TOI_08,AOI_81,2.18
101,TOI_09,AOI_99,1.18
101,TOI_09,AOI_68,1.18
101,TOI_09,AOI_32,1.18
101,TOI_09,AOI_94,1.18
101,TOI_10,AOI_62,2.18
101,TOI_10,AOI_43,2.18
102,TOI_02,AOI_29,2.18
102,TOI_07,AOI_78,2.18
102,TOI_09,AOI_01,2.18
102,TOI_06,AOI_06,2.179
102,TOI_02,AOI_05,1.178
102,TOI_07,AOI_86,1.177
102,TOI_08,AOI_09,1.177
102,TOI_05,AOI_36,2.176
102,TOI_07,AOI_30,2.176
102,TOI_08,AOI_14,1.176
102,TOI_10,AOI_42,1.176
102,TOI_02,AOI_47,2.174
102,TOI_07,AOI_51,1.173
102,TOI_08,AOI_78,2.173
102,TOI_09,AOI_29,1.173
101,TOI_01,AOI_81,1.17
101,TOI_03,AOI_62,1.17
101,TOI_03,AOI_92,1.17
101,TOI_03,AOI_24,1.17
101,TOI_04,AOI_34,1.17
101,TOI_05,AOI_04,1.17
101,TOI_05,AOI_72,2.17
101,TOI_06,AOI_38,2.17
101,TOI_06,AOI_22,2.17
101,TOI_06,AOI_52,1.17
101,TOI_06,AOI_01,2.17
101,TOI_07,AOI_90,2.17
101,TOI_07,AOI_13,1.17
101,TOI_07,AOI_61,1.17
101,TOI_07,AOI_31,1.17
101,TOI_08,AOI_23,1.17
101,TOI_09,AOI_23,2.17
101,TOI_10,AOI_43,2.17
101,TOI_10,AOI_53,2.17
101,TOI_10,AOI_42,1.17
101,TOI_10,AOI_11,1.17
102,TOI_09,AOI_38,1.169
102,TOI_03,AOI_95,1.168
102,TOI_07,AOI_31,1.167
102,TOI_07,AOI_84,1.167
102,TOI_10,AOI_17,2.167
102,TOI_08,AOI_61,1.166
102,TOI_06,AOI_53,1.165
102,TOI_10,AOI_35,1.165
102,TOI_01,AOI_13,1.163
102,TOI_01,AOI_24,2.163
102,TOI_07,AOI_43,2.163
102,TOI_06,AOI_67,2.162
102,TOI_01,AOI_99,1.161
101,TOI_03,AOI_85,1.16
101,TOI_04,AOI_70,2.16
101,TOI_04,AOI_06,1.16
101,TOI_04,AOI_62,2.16
101,TOI_05,AOI_25,1.16
101,TOI_05,AOI_21,2.16
101,TOI_05,AOI_88,1.16
101,TOI_06,AOI_20,1.16
101,TOI_06,AOI_02,1.16
101,TOI_07,AOI_63,1.16
101,TOI_07,AOI_72,2.16
101,TOI_07,AOI_39,1.16
101,TOI_07,AOI_96,1.16
101,TOI_07,AOI_26,1.16
101,TOI_07,AOI_08,2.16
101,TOI_07,AOI_01,2.16
101,TOI_08,AOI_28,2.16
101,TOI_09,AOI_75,2.16
101,TOI_09,AOI_75,1.16
101,TOI_10,AOI_87,1.16
101,TOI_10,AOI_95,1.16
101,TOI_10,AOI_19,2.16
101,TOI_10,AOI_40,1.16
101,TOI_10,AOI_02,1.16
102,TOI_03,AOI_89,2.16
102,TOI_06,AOI_04,2.16
102,TOI_07,AOI_29,2.16
102,TOI_01,AOI_98,1.159
102,TOI_01,AOI_96,1.156
102,TOI_07,AOI_69,2.155
102,TOI_08,AOI_99,2.155
102,TOI_05,AOI_15,2.154
102,TOI_01,AOI_88,1.153
102,TOI_02,AOI_40,1.153
102,TOI_03,AOI_62,1.153
102,TOI_01,AOI_19,2.152
102,TOI_07,AOI_19,1.152
102,TOI_09,AOI_45,1.152
101,TOI_01,AOI_83,2.15
101,TOI_02,AOI_44,2.15
101,TOI_02,AOI_85,2.15
101,TOI_03,AOI_72,2.15
101,TOI_03,AOI_27,1.15
101,TOI_04,AOI_50,1.15
101,TOI_04,AOI_39,2.15
101,TOI_05,AOI_45,2.15
101,TOI_06,AOI_02,1.15
101,TOI_06,AOI_26,1.15
101,TOI_07,AOI_62,2.15
101,TOI_07,AOI_39,2.15
101,TOI_07,AOI_74,2.15
101,TOI_08,AOI_76,2.15
101,TOI_09,AOI_01,1.15
101,TOI_09,AOI_77,1.15
102,TOI_07,AOI_45,1.149
102,TOI_07,AOI_72,2.149
102,TOI_08,AOI_46,1.149
102,TOI_01,AOI_02,2.148
102,TOI_03,AOI_85,2.147
102,TOI_01,AOI_69,1.146
102,TOI_07,AOI_39,1.146
102,TOI_01,AOI_52,2.145
102,TOI_01,AOI_13,2.145
102,TOI_02,AOI_14,2.145
102,TOI_02,AOI_19,1.145
102,TOI_03,AOI_74,1.145
102,TOI_01,AOI_23,2.144
102,TOI_05,AOI_13,1.144
102,TOI_05,AOI_57,1.144
102,TOI_07,AOI_25,1.143
102,TOI_07,AOI_78,1.143
102,TOI_08,AOI_86,2.143
102,TOI_09,AOI_26,2.143
102,TOI_10,AOI_66,1.143
102,TOI_01,AOI_36,1.142
102,TOI_01,AOI_87,1.142
102,TOI_05,AOI_07,1.141
102,TOI_07,AOI_20,2.141
102,TOI_08,AOI_41,2.141
101,TOI_01,AOI_01,2.14
101,TOI_01,AOI_64,2.14
101,TOI_04,AOI_88,2.14
101,TOI_04,AOI_40,2.14
101,TOI_04,AOI_87,1.14
101,TOI_05,AOI_59,2.14
101,TOI_05,AOI_16,1.14
101,TOI_06,AOI_94,2.14
101,TOI_07,AOI_14,1.14
101,TOI_07,AOI_78,1.14
101,TOI_07,AOI_79,2.14
101,TOI_07,AOI_98,1.14
101,TOI_07,AOI_77,2.14
101,TOI_08,AOI_60,1.14
101,TOI_08,AOI_61,1.14
101,TOI_08,AOI_87,1.14
101,TOI_08,AOI_76,2.14
101,TOI_08,AOI_68,2.14
101,TOI_09,AOI_56,1.14
101,TOI_09,AOI_71,2.14
101,TOI_09,AOI_40,2.14
101,TOI_10,AOI_34,2.14
102,TOI_09,AOI_09,2.14
102,TOI_03,AOI_57,1.139
102,TOI_06,AOI_86,2.139
102,TOI_07,AOI_74,2.139
102,TOI_07,AOI_82,2.139
102,TOI_09,AOI_40,1.139
102,TOI_10,AOI_08,2.137
102,TOI_06,AOI_81,2.136
102,TOI_05,AOI_19,2.135
102,TOI_08,AOI_63,2.135
102,TOI_10,AOI_100,1.135
102,TOI_03,AOI_92,2.134
102,TOI_06,AOI_48,2.134
102,TOI_06,AOI_60,1.133
102,TOI_02,AOI_01,1.132
102,TOI_05,AOI_22,2.132
102,TOI_10,AOI_72,2.131
102,TOI_10,AOI_96,2.131
101,TOI_01,AOI_78,2.13
101,TOI_01,AOI_92,2.13
101,TOI_01,AOI_13,1.13
101,TOI_04,AOI_29,1.13
101,TOI_04,AOI_64,1.13
101,TOI_04,AOI_41,1.13
101,TOI_04,AOI_18,2.13
101,TOI_05,AOI_23,1.13
101,TOI_05,AOI_47,2.13
101,TOI_05,AOI_68,1.13
101,TOI_05,AOI_21,1.13
101,TOI_05,AOI_99,2.13
101,TOI_05,AOI_39,2.13
101,TOI_06,AOI_86,1.13
101,TOI_07,AOI_14,2.13
101,TOI_07,AOI_25,2.13
101,TOI_08,AOI_99,1.13
101,TOI_08,AOI_06,1.13
101,TOI_08,AOI_07,1.13
101,TOI_09,AOI_63,2.13
101,TOI_09,AOI_13,2.13
101,TOI_10,AOI_23,2.13
101,TOI_10,AOI_75,2.13
102,TOI_03,AOI_83,2.129
102,TOI_05,AOI_12,2.128
102,TOI_02,AOI_91,2.127
102,TOI_04,AOI_46,1.127
102,TOI_10,AOI_46,1.127
102,TOI_01,AOI_23,1.126
102,TOI_01,AOI_20,2.126
102,TOI_05,AOI_27,2.126
102,TOI_07,AOI_03,2.125
102,TOI_06,AOI_35,2.124
102,TOI_01,AOI_47,2.123
102,TOI_02,AOI_43,2.123
102,TOI_05,AOI_82,1.123
102,TOI_08,AOI_35,1.123
102,TOI_07,AOI_30,2.122
102,TOI_08,AOI_09,1.122
102,TOI_07,AOI_87,2.121
102,TOI_08,AOI_56,2.121
102,TOI_10,AOI_42,2.121
101,TOI_01,AOI_31,2.12
101,TOI_01,AOI_66,1.12
101,TOI_02,AOI_30,2.12
101,TOI_03,AOI_58,2.12
101,TOI_04,AOI_80,2.12
101,TOI_04,AOI_80,1.12
101,TOI_04,AOI_76,1.12
101,TOI_05,AOI_88,2.12
101,TOI_06,AOI_74,1.12
101,TOI_06,AOI_01,2.12
101,TOI_06,AOI_90,1.12
101,TOI_06,AOI_69,1.12
101,TOI_06,AOI_49,2.12
101,TOI_07,AOI_41,2.12
101,TOI_08,AOI_76,1.12
101,TOI_08,AOI_53,1.12
101,TOI_08,AOI_85,2.12
101,TOI_08,AOI_42,2.12
101,TOI_08,AOI_08,1.12
101,TOI_09,AOI_72,1.12
101,TOI_09,AOI_55,2.12
101,TOI_09,AOI_93,2.12
101,TOI_10,AOI_39,1.12
101,TOI_10,AOI_70,2.12
102,TOI_03,AOI_26,1.12
102,TOI_06,AOI_37,1.12
102,TOI_06,AOI_64,2.12
102,TOI_07,AOI_85,2.12
102,TOI_04,AOI_35,2.119
102,TOI_05,AOI_67,1.119
102,TOI_06,AOI_08,2.119
102,TOI_07,AOI_91,2.119
102,TOI_10,AOI_18,1.119
102,TOI_06,AOI_89,1.118
102,TOI_09,AOI_75,2.118
102,TOI_10,AOI_28,2.118
102,TOI_10,AOI_26,1.118
102,TOI_05,AOI_94,2.117
102,TOI_06,AOI_19,2.116
102,TOI_07,AOI_36,1.116
102,TOI_07,AOI_05,2.115
102,TOI_01,AOI_43,2.114
102,TOI_07,AOI_56,2.114
102,TOI_07,AOI_62,1.114
102,TOI_02,AOI_28,1.113
102,TOI_05,AOI_32,2.113
102,TOI_07,AOI_70,2.113
102,TOI_01,AOI_73,1.112
102,TOI_03,AOI_54,2.112
102,TOI_07,AOI_41,1.112
102,TOI_07,AOI_33,2.112
102,TOI_10,AOI_88,2.112
102,TOI_10,AOI_62,2.111
101,TOI_01,AOI_33,2.11
101,TOI_01,AOI_71,1.11
101,TOI_01,AOI_75,2.11
101,TOI_03,AOI_95,2.11
101,TOI_04,AOI_95,2.11
101,TOI_04,AOI_62,1.11
101,TOI_05,AOI_96,2.11
101,TOI_05,AOI_89,1.11
101,TOI_05,AOI_63,2.11
101,TOI_07,AOI_70,1.11
101,TOI_07,AOI_31,2.11
101,TOI_07,AOI_91,1.11
101,TOI_07,AOI_26,1.11
101,TOI_07,AOI_88,1.11
101,TOI_08,AOI_23,1.11
101,TOI_08,AOI_12,1.11
101,TOI_08,AOI_23,2.11
101,TOI_09,AOI_58,2.11
101,TOI_10,AOI_28,1.11
101,TOI_10,AOI_76,1.11
102,TOI_01,AOI_59,2.11
102,TOI_01,AOI_09,2.11
102,TOI_04,AOI_79,2.11
102,TOI_06,AOI_61,2.11
102,TOI_08,AOI_60,2.109
102,TOI_10,AOI_78,1.109
102,TOI_01,AOI_57,2.108
102,TOI_08,AOI_64,2.108
102,TOI_10,AOI_23,2.108
102,TOI_05,AOI_59,2.106
102,TOI_02,AOI_16,2.105
102,TOI_08,AOI_06,2.105
102,TOI_10,AOI_95,2.105
102,TOI_04,AOI_38,1.104
102,TOI_02,AOI_23,2.103
102,TOI_08,AOI_97,2.103
102,TOI_08,AOI_17,1.103
102,TOI_02,AOI_77,1.102
102,TOI_08,AOI_57,2.102
102,TOI_10,AOI_22,2.102
101,TOI_01,AOI_69,1.1
101,TOI_01,AOI_72,1.1
101,TOI_01,AOI_40,2.1
101,TOI_02,AOI_36,1.1
101,TOI_03,AOI_87,2.1
101,TOI_03,AOI_79,1.1
101,TOI_03,AOI_14,2.1
101,TOI_05,AOI_39,2.1
101,TOI_06,AOI_59,1.1
101,TOI_06,AOI_53,1.1
101,TOI_07,AOI_56,1.1
101,TOI_07,AOI_33,2.1
101,TOI_08,AOI_45,1.1
101,TOI_08,AOI_64,2.1
101,TOI_08,AOI_37,2.1
101,TOI_08,AOI_53,1.1
101,TOI_08,AOI_90,1.1
101,TOI_09,AOI_32,1.1
101,TOI_09,AOI_25,2.1
101,TOI_09,AOI_86,1.1
101,TOI_09,AOI_08,2.1
101,TOI_10,AOI_54,2.1
101,TOI_10,AOI_12,1.1
102,TOI_06,AOI_24,1.1
102,TOI_06,AOI_71,1.1
102,TOI_10,AOI_67,2.1
102,TOI_10,AOI_44,2.1
102,TOI_05,AOI_91,2.099
102,TOI_07,AOI_100,1.099
102,TOI_07,AOI_52,2.099
102,TOI_09,AOI_85,2.098
102,TOI_06,AOI_30,2.097
102,TOI_07,AOI_61,2.097
102,TOI_10,AOI_44,2.097
102,TOI_02,AOI_11,2.096
102,TOI_08,AOI_91,2.096
102,TOI_01,AOI_02,2.095
102,TOI_02,AOI_03,1.095
102,TOI_07,AOI_28,2.095
102,TOI_07,AOI_21,2.095
102,TOI_03,AOI_37,1.094
102,TOI_05,AOI_91,1.094
102,TOI_03,AOI_47,2.093
102,TOI_05,AOI_98,1.093
102,TOI_05,AOI_29,2.092
102,TOI_05,AOI_14,2.092
102,TOI_09,AOI_59,2.092
102,TOI_03,AOI_68,2.091
102,TOI_04,AOI_38,2.091
102,TOI_07,AOI_32,1.091
102,TOI_07,AOI_55,1.091
102,TOI_07,AOI_84,2.091
101,TOI_03,AOI_63,2.09
101,TOI_05,AOI_07,2.09
101,TOI_05,AOI_100,2.09
101,TOI_05,AOI_04,1.09
101,TOI_06,AOI_95,2.09
101,TOI_06,AOI_17,2.09
101,TOI_07,AOI_73,1.09
101,TOI_07,AOI_12,1.09
101,TOI_07,AOI_79,2.09
101,TOI_07,AOI_97,2.09
101,TOI_08,AOI_18,1.09
101,TOI_08,AOI_15,1.09
101,TOI_08,AOI_24,1.09
101,TOI_09,AOI_39,1.09
101,TOI_09,AOI_64,2.09
101,TOI_09,AOI_81,1.09
101,TOI_09,AOI_14,1.09
101,TOI_09,AOI_33,1.09
101,TOI_10,AOI_33,2.09
101,TOI_10,AOI_27,2.09
101,TOI_10,AOI_33,2.09
102,TOI_01,AOI_23,2.09
102,TOI_02,AOI_31,1.09
102,TOI_05,AOI_53,1.09
102,TOI_06,AOI_01,1.09
102,TOI_09,AOI_47,2.09
102,TOI_01,AOI_70,1.089
102,TOI_01,AOI_100,1.089
102,TOI_06,AOI_25,2.089
102,TOI_07,AOI_91,2.089
102,TOI_09,AOI_85,1.089
102,TOI_09,AOI_23,1.089
102,TOI_01,AOI_86,2.088
102,TOI_05,AOI_63,2.088
102,TOI_08,AOI_10,1.088
102,TOI_03,AOI_09,1.087
102,TOI_05,AOI_49,1.087
102,TOI_07,AOI_20,1.087
102,TOI_05,AOI_61,1.086
102,TOI_01,AOI_80,1.085
102,TOI_07,AOI_55,2.085
102,TOI_08,AOI_50,2.085
102,TOI_10,AOI_62,1.085
102,TOI_01,AOI_64,2.084
102,TOI_06,AOI_76,2.084
102,TOI_06,AOI_66,2.084
102,TOI_07,AOI_36,2.083
102,TOI_01,AOI_97,2.082
102,TOI_06,AOI_98,2.082
102,TOI_07,AOI_12,2.082
102,TOI_08,AOI_57,1.082
102,TOI_05,AOI_66,1.081
102,TOI_07,AOI_50,1.081
101,TOI_01,AOI_78,1.08
101,TOI_01,AOI_07,1.08
101,TOI_01,AOI_95,1.08
101,TOI_02,AOI_70,2.08
101,TOI_02,AOI_21,2.08
101,TOI_02,AOI_40,2.08
101,TOI_02,AOI_77,2.08
101,TOI_03,AOI_15,2.08
101,TOI_04,AOI_07,1.08
101,TOI_04,AOI_10,2.08
101,TOI_04,AOI_57,2.08
101,TOI_04,AOI_93,1.08
101,TOI_05,AOI_96,1.08
101,TOI_05,AOI_03,2.08
101,TOI_05,AOI_98,1.08
101,TOI_05,AOI_61,1.08
101,TOI_06,AOI_94,1.08
101,TOI_07,AOI_16,1.08
101,TOI_07,AOI_55,2.08
101,TOI_08,AOI_04,2.08
101,TOI_08,AOI_64,2.08
101,TOI_08,AOI_74,2.08
101,TOI_09,AOI_43,2.08
101,TOI_09,AOI_43,2.08
101,TOI_09,AOI_52,1.08
101,TOI_09,AOI_87,1.08
101,TOI_09,AOI_88,1.08
101,TOI_10,AOI_02,1.08
101,TOI_10,AOI_89,2.08
102,TOI_07,AOI_69,1.08
102,TOI_07,AOI_84,2.08
102,TOI_03,AOI_30,2.079
102,TOI_08,AOI_02,2.079
102,TOI_01,AOI_72,2.078
102,TOI_02,AOI_12,1.078
102,TOI_04,AOI_17,1.078
102,TOI_05,AOI_85,1.078
102,TOI_07,AOI_66,1.078
102,TOI_09,AOI_61,2.078
102,TOI_09,AOI_95,2.078
102,TOI_10,AOI_80,2.078
102,TOI_10,AOI_30,1.078
102,TOI_05,AOI_98,1.077
102,TOI_07,AOI_75,2.077
102,TOI_08,AOI_39,1.077
102,TOI_10,AOI_99,2.077
102,TOI_10,AOI_94,1.077
102,TOI_02,AOI_63,1.076
102,TOI_02,AOI_61,2.076
102,TOI_05,AOI_19,2.076
102,TOI_05,AOI_32,1.076
102,TOI_02,AOI_27,1.075
102,TOI_03,AOI_34,2.075
102,TOI_05,AOI_09,1.075
102,TOI_07,AOI_07,1.075
102,TOI_08,AOI_18,2.075
102,TOI_08,AOI_02,1.075
102,TOI_09,AOI_61,1.075
102,TOI_09,AOI_58,1.075
102,TOI_05,AOI_59,1.074
102,TOI_01,AOI_70,1.073
102,TOI_01,AOI_14,1.073
102,TOI_06,AOI_15,1.073
102,TOI_10,AOI_42,1.073
102,TOI_07,AOI_77,1.072
102,TOI_08,AOI_63,2.072
102,TOI_01,AOI_50,2.071
102,TOI_07,AOI_12,1.071
102,TOI_10,AOI_75,1.071
